投诉编号,投诉品牌,投诉车系,问题简述,典型问题,投诉时间,投诉状态
477533,上汽大众,2017款 1.6L 手动 风尚版,上汽大众朗逸米其林轮胎开裂厂家未解决,轮胎开裂服务态度不解决问题服务态度厂家不回复,2020-06-21 09:50:04.572,用户评分
477531,吉利汽车,2017款 1.5L 手动 向上版 三厢 百万款,吉利帝豪车辆发生自燃要求立刻处理,车身附件及电器车辆自燃,2020-06-21 09:50:04.583,处理反馈
477530,上汽大众,2017款 380TSI 旗舰版,上汽大众帕萨特发动机EPC灯点亮油门失效,发动机故障灯亮发动机油门故障,2020-06-21 09:50:04.594,处理反馈
477529,奇瑞新能源,2018款 480 畅行版,奇瑞瑞虎3xe电池电量消耗速度过快,车身附件及电器动力电池故障,2020-06-21 09:50:04.605,处理反馈
477528,上汽大通,2019款 2.4L 汽油 手动 两驱 高底盘 先锋版 标厢,上汽大通T60左前侧车窗升降器出现故障,车身附件及电器车窗升降故障,2020-06-21 09:50:04.616,用户评分
477525,东风雪铁龙,2018款 1.6L 手动 豪华型,东风雪铁龙C4世嘉中控台破损厂家不提供配件,配件争议无零配件,2020-06-21 09:50:04.629,处理反馈
477524,一汽-大众,2019款 330TSI 两驱 豪华型Plus 国VI,一汽大众探岳车灯起白雾更换大灯未解决,车身附件及电器车灯不亮人员技术多次返修,2020-06-21 09:50:04.643,处理反馈
477519,东风风行,2017款 1.6L 手动 豪华型,东风风行景逸X5车门发动机舱生锈要求延保,车身附件及电器车身生锈,2020-06-21 09:50:04.655,处理反馈
477516,东风标致,2018款 350THP 自动 豪华版 改款,东风标致408供油管有裂缝存在隐患,车身附件及电器管路老化,2020-06-21 09:50:04.664,用户评分
477512,东风标致,2016款 350THP 自动 尊贵版,东风标致308燃油泵电机卡死油箱设计缺陷,车身附件及电器汽油泵故障车身附件及电器油箱有缺陷,2020-06-21 09:50:04.677,用户评分
477511,上汽通用别克,2016款 28T 自动 精英型 改款,别克君越气门断裂导致发动机报废,发动机缸体破损发动机气门故障,2020-06-21 09:50:04.689,处理反馈
477510,上汽通用别克,2017款 18T 自动 两驱都市领先型,别克昂科拉行驶中转向助力消失 故障灯亮,转向系统卡滞转向系统打方向沉重转向系统故障灯亮,2020-06-21 09:50:04.701,用户评分
477508,长安福特,2015款 1.5L GTDi 两驱舒适型 5座,长安福特翼虎转向助力故障希望解决,转向系统助力泵故障,2020-06-21 09:50:04.711,处理反馈
477507,北京现代,2020款 1.5L CVT 智炫·精英型,北京现代领动发动机漏油希望处理,发动机漏油,2020-06-21 09:50:04.720,用户评分
477506,长城汽车,2017款 VV7s 旗舰型,WEY VV7变速箱漏油希望厂家处理问题,变速器漏油,2020-06-21 09:50:04.729,用户评分
477502,北京现代,2015款 2.0L 自动 两驱 智能型 国V,北京现代ix35后面两车门上沿生锈腐烂,车身附件及电器车身生锈,2020-06-21 09:50:04.740,处理反馈
477500,新特汽车,2018款 创睿版,新特SITECH DEV 1配件质量差频繁故障,车身附件及电器影音系统故障车身附件及电器空调问题,2020-06-21 09:50:04.752,信息审核
477497,北汽新能源,2019款 R600 劲风版,北汽新能源EX3机盖和车顶漆面爆裂,车身附件及电器漆面起泡开裂,2020-06-21 09:50:04.762,处理反馈
477496,长安汽车,2019款 1.6L 手动 悦联版 国VI,长安CS35 PLUS胎压监测异常报警,车身附件及电器胎压监测故障,2020-06-21 09:50:04.796,用户评分
477495,猎豹汽车,2015款 2.0T 手动  风尚版,猎豹CS10左后刹车油管爆裂 减震器漏油,离合器离合器失效离合器漏油转向系统漏油制动系统漏油前后桥及悬挂系统悬挂故障前后桥及悬挂系统减震器漏油,2020-06-21 09:50:04.812,信息审核
477492,一汽-大众,2017款 1.6L 自动 舒适百万辆纪念版,一汽大众高尔夫变速器故障灯亮 换挡机构损坏,变速器故障灯亮变速器机械部件故障,2020-06-21 09:50:04.821,处理反馈
477490,奥迪（进口）,2015款 45 TFSI S line 豪华型 Limousine,进口奥迪A3变速箱顿挫抖动希望厂家处理,变速器顿挫变速器抖动,2020-06-21 09:50:04.831,信息审核
477487,SWM斯威汽车,2018款 1.5T 自动 智up,斯威G01发动机无法启动一直没有回复	,发动机无法启动服务态度厂家不回复,2020-06-21 09:50:04.840,厂家受理
477485,长城汽车,2020款 2.0GDIT 自动 铂金豪华版,哈弗H6行驶中变速箱异响 后悬挂异响,变速器异响前后桥及悬挂系统悬挂故障,2020-06-21 09:50:04.855,用户评分
477483,一汽丰田,2015款 2.0L CVT 两驱都市版,一汽丰田RAV4荣放右前半轴防尘套漏油,前后桥及悬挂系统半轴渗油,2020-06-21 09:50:04.868,用户评分
477482,长安汽车,2020款 1.5T 自动 豪华型,长安欧尚X7等红灯换挡时变速箱顿挫,变速器顿挫,2020-06-21 09:50:04.883,处理反馈
477481,上汽斯柯达,2009款 1.8TSI 手动 智雅版,斯柯达昊锐车内材质异味十分严重,车身附件及电器车内异味,2020-06-21 09:50:04.893,处理反馈
477479,上汽集团,2017款 20T 自动 Trophy尊享互联网版 国V,上汽名爵6怠速熄火 变速箱顿挫异响,发动机熄火发动机无法启动变速器异响变速器顿挫,2020-06-21 09:50:04.902,用户评分
477478,广汽乘用车,2019款 270T 自动 豪华版,广汽传祺GS5刹车异响转向柱生锈严重,制动系统异响车身附件及电器车身生锈,2020-06-21 09:50:05.661,处理反馈
477472,一汽马自达,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹中控台车内存在异响,车身附件及电器车内异响车身附件及电器中控台异响,2020-06-21 09:50:05.671,处理反馈
477471,上汽集团,2019款 1.5L 自动 4G互联朗越版,上汽荣威i5加速时存在异响一直无解决方案,发动机异响变速器异响,2020-06-21 09:50:05.681,用户评分
477469,一汽马自达,2020款 2.5L 蓝天尊崇版,一汽马自达阿特兹车身异响 中控台异响,车身附件及电器车内异响车身附件及电器中控台异响车身附件及电器车身异响,2020-06-21 09:50:05.694,用户评分
477468,广汽丰田,2008款 200E 2.0 自动 精英真皮版,广汽丰田凯美瑞中控仪表台出油掉渣,车身附件及电器仪表台开裂车身附件及电器部件异常磨损,2020-06-21 09:50:05.704,用户评分
477467,东风日产,2019款 1.6XE+ CVT 智联领先版 经典,东风日产轩逸4S店出售库存车强制购买保险,销售欺诈出售问题车服务收费强制购买,2020-06-21 09:50:05.715,处理反馈
477466,东风本田,2015款 2.4L 两驱 豪华版,东风本田CR-V发动机熄火希望厂家处理,发动机熄火,2020-06-21 09:50:05.725,处理反馈
477465,北京奔驰,2019款 GLC 260 4MATIC 动感型,北京奔驰GLC主动安全系统停止工作,车身附件及电器电路故障车身附件及电器行车电脑故障,2020-06-21 09:50:05.734,处理反馈
477463,东风风行,2019款 劲享系列 1.5T CVT 尊享型,东风风行景逸X5变速箱顿挫转向灯不亮,变速器顿挫车身附件及电器车灯不亮,2020-06-21 09:50:05.746,处理反馈
477462,广汽本田,2020款 240TURBO 两驱 舒享版,希望广汽本田冠道4S店退还购车定金,服务收费定（订）金纠纷,2020-06-21 09:50:05.755,用户评分
477460,奇瑞汽车,2019款 1.5T 自动 尊享型 6座 国V,捷途X90车机导航无法更新厂家未回复处理,服务态度厂家不回复服务流程不完善系统升级问题,2020-06-21 09:50:05.768,处理反馈
477457,上汽通用别克,2017款 15N 自动 精英型,别克英朗两前轮固特异轮胎掉皮希望尽快解决,轮胎起皮,2020-06-21 09:50:05.778,处理反馈
477454,一汽大众,2019款 1.5L 手动 悦享版,捷达VA3发动机故障灯亮一直无法解决,发动机故障灯亮,2020-06-21 09:50:05.788,用户评分
477453,沃尔沃亚太,2019款 T5 四驱 智远版 国VI,亚太沃尔沃XC60发动机故障4S店无配件,发动机故障灯亮配件争议无零配件,2020-06-21 09:50:05.798,信息审核
477452,长城汽车,2019款 1.5T i潮 国潮版  国V,哈弗F5停车后变速箱挡杆位置着火自燃,车身附件及电器车辆自燃,2020-06-21 09:50:05.810,处理反馈
477449,上汽通用凯迪拉克,2017款 28T 技术型,凯迪拉克ATS-L变速箱加速时剧烈抖动,变速器抖动,2020-06-21 09:50:05.829,处理反馈
477448,上汽通用别克,2019款 18T 自动 互联精英型 国VI,别克英朗中控多媒体无法正常播放音乐,车身附件及电器影音系统故障,2020-06-21 09:50:05.859,处理反馈
477446,吉利汽车,2016款 1.5L CVT 向上版 三厢,吉利帝豪发动机变速箱异响 油耗高,发动机异响发动机油耗高变速器异响车身附件及电器空调问题,2020-06-21 09:50:05.891,用户评分
477445,广汽本田,2016款 1.5L LXS CVT 舒适天窗版,广汽本田飞度发动机冷启动VTC执行器异响,发动机异响,2020-06-21 09:50:05.923,用户评分
477443,长城汽车,2015款 1.5T 自动 两驱精英版,哈弗H2变速箱无法退出P挡希望解决,变速器无法换挡,2020-06-21 09:50:05.952,用户评分
477442,吉利新能源,2018款 EV450 精英型,吉利帝豪新能源慢充无法充电存在质量问题,车身附件及电器充电故障,2020-06-21 09:50:05.970,用户评分
477441,一汽-大众奥迪,2015款 30 TFSI 舒适型 5座,一汽大众奥迪Q3车身多处漏水质量差,车身附件及电器车身漏水人员技术多次返修,2020-06-21 09:50:05.980,信息审核
477440,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹车内异响严重影响驾驶,车身附件及电器车内异响,2020-06-21 09:50:05.990,处理反馈
477438,上汽通用凯迪拉克,2020款 28T 技术型,凯迪拉克XT5刹车失灵影响驾驶安全,制动系统刹车失灵制动系统故障灯亮人员技术查不出原因,2020-06-21 09:50:06.000,用户评分
477434,上汽集团,2017款 20T 自动 精英智联版 国V,上汽名爵6变速箱异响顿挫严重影响使用,变速器异响变速器顿挫,2020-06-21 09:50:06.010,处理反馈
477433,东风裕隆,2015款 1.8T 自动 智尊型,纳智捷纳5转向时卡滞影响行车安全,转向系统卡滞,2020-06-21 09:50:06.021,处理反馈
477431,上汽通用凯迪拉克,2017款 28T 时尚型,凯迪拉克ATS-L发动机缺缸故障灯亮,发动机抖动发动机故障灯亮服务态度不予索赔,2020-06-21 09:50:06.031,处理反馈
477422,长安汽车,2020款 1.5T 手动 炫色型,长安CS55 PLUS仪表盘上总显示水温高,发动机冷却系统故障车身附件及电器车载互联故障车身附件及电器仪表故障,2020-06-21 09:50:06.042,处理反馈
477416,上汽大众,2017款 1.6L 自动 风尚版,上汽大众朗逸爬坡和急加速时敲缸爆震,发动机异响发动机爆震,2020-06-21 09:50:06.052,处理反馈
477414,一汽-大众奥迪,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L电子通讯系统故障,发动机熄火发动机无法启动变速器故障灯亮车身附件及电器电路故障,2020-06-21 09:50:06.062,信息审核
477413,Jeep（进口）,2015款 2.0L 两驱 运动版,进口Jeep指南者车内异味要求尽快处理,车身附件及电器车内异味,2020-06-21 09:50:06.842,厂家受理
477407,长安汽车,2018款 1.6L 手动 舒享型,长安逸动DT机盖漆面出现水痕印记,车身附件及电器漆面起泡开裂,2020-06-21 09:50:06.853,处理反馈
477406,一汽-大众奥迪,2017款 2.0T 双离合 进取型,一汽大众奥迪A4L节温器泄漏防冻液,发动机漏防冻液发动机冷却系统故障,2020-06-21 09:50:06.862,信息审核
477404,上汽通用别克,2019款 15T 双离合 进取型 国Ⅵ,别克英朗右侧车门位置存在异响一直未解决,车身附件及电器门窗异响,2020-06-21 09:50:06.876,用户评分
477403,北京现代,2020款 1.5L CVT 智炫·精英型,北京现代领动方向异响 后备箱无法打开,转向系统异响车身附件及电器后备箱故障,2020-06-21 09:50:06.888,用户评分
477402,上汽通用凯迪拉克,2020款 28T 两驱 领先型,凯迪拉克XT4空调存在间歇性刺鼻化学异味,车身附件及电器空调异味,2020-06-21 09:50:06.899,用户评分
477401,一汽丰田,2019款 2.0L 进取版 国VI,一汽丰田亚洲龙行驶中胎噪及风噪声音大,车身附件及电器车身异响,2020-06-21 09:50:06.910,用户评分
477396,吉利汽车,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际氛围灯与宣传不符车机版本低,销售欺诈与宣传不符,2020-06-21 09:50:06.918,处理反馈
477394,上汽通用雪佛兰,2014款 1.4T 自动 两驱 豪华型 5座,雪佛兰创酷防滑系统故障灯频繁出现,车身附件及电器行车安全辅助系统故障,2020-06-21 09:50:06.931,处理反馈
477393,东风标致,2015款 1.2T 自动 豪华版,东风标致408更换正时皮带后严重烧机油,发动机烧机油,2020-06-21 09:50:06.941,处理反馈
477391,长安汽车,2016款 2.0L 手动 领先型 国IV,长安CS75发动机漏油与4S店协商未果,发动机漏油,2020-06-21 09:50:06.953,处理反馈
477382,广汽丰田,2018款 2.5HG E-CVT 豪华版,广汽丰田凯美瑞机油增多出现乳化现象,发动机机油增多发动机机油乳化,2020-06-21 09:50:06.963,用户评分
477380,长安汽车,2018款 1.6L GDI 自动 领尚型,长安逸动排气管无隔热瓦导致后背箱备胎熔化,其他疑似设计缺陷,2020-06-21 09:50:06.976,处理反馈
477379,众泰汽车,2017款 1.8T 双离合 尊贵型,众泰T700车身AB柱外观装饰板出现断裂,车身附件及电器部件开裂配件争议无零配件,2020-06-21 09:50:06.986,用户评分
477378,一汽红旗,2019款 30TD 型动版,红旗H5发动机无法启动存在质量问题,发动机无法启动,2020-06-21 09:50:06.995,信息审核
477377,北京现代,2019款 1.4T DCT 两驱 智勇·畅享版 国V,北京现代ix35变速箱异响车身抖动严重,变速器异响车身附件及电器车身共振,2020-06-21 09:50:07.007,处理反馈
477372,福田汽车,2007款 BJ5049V8CEA-KA4,福田奥铃曲轴断裂希望厂家处理问题,发动机曲轴故障,2020-06-21 09:50:07.018,厂家受理
477370,众泰汽车,2017款 1.8T 双离合 旗舰型 贺岁版,众泰T700贷款购车4S店不予退还押金,服务收费定（订）金纠纷,2020-06-21 09:50:07.028,处理反馈
477369,吉利汽车,2017款 1.8T 旗舰4G型,吉利博瑞中控屏幕无法开启维修无原厂件,车身附件及电器影音系统故障配件争议使用非原厂件,2020-06-21 09:50:07.043,用户评分
477367,长安马自达,2019款 云控版 三厢 1.5L 自动 豪华型 国V,长安马自达昂克赛拉底盘异响左轮松动,转向系统异响前后桥及悬挂系统底盘异响前后桥及悬挂系统车轮异响车身附件及电器车身共振,2020-06-21 09:50:07.054,处理反馈
477366,吉利汽车,2019款 350T 耀星者,吉利星越车机卡顿系统厂家承诺升级未兑现,车身附件及电器影音系统故障承诺不兑现服务承诺不兑现销售欺诈与宣传不符,2020-06-21 09:50:07.065,处理反馈
477365,东风标致,2011款 1.4 手动 驭乐版 三厢,东风标致207后桥异响严重希望得到处理,前后桥及悬挂系统前后桥异响,2020-06-21 09:50:07.075,处理反馈
477363,一汽-大众,2017款 330TSI DSG 豪华型,一汽大众迈腾变速箱顿挫希望尽快处理,变速器顿挫,2020-06-21 09:50:07.085,用户评分
477361,北京奔驰,2016款 200 动感型,北京奔驰GLA中控屏幕失灵无法使用,车身附件及电器影音系统故障,2020-06-21 09:50:07.096,处理反馈
477360,长安汽车,2018款 1.6L GDI 自动 先锋型 高能版 国V,长安逸动车辆底部未安装隔热瓦导致高温,其他疑似减配,2020-06-21 09:50:07.106,用户评分
477359,一汽丰田,2017款 1.2T S-CVT GL-i 改款,一汽丰田卡罗拉发动机怠速不稳希望处理,发动机怠速不稳,2020-06-21 09:50:07.115,用户评分
477355,一汽-大众,2018款 1.6L 自动 舒适型,一汽大众速腾原厂真皮座套出现明显变色,车身附件及电器座椅故障,2020-06-21 09:50:07.125,用户评分
477354,广汽三菱,2018款 1.6L 手动 两驱 灵动版,广汽三菱劲炫中控屏幕死机希望处理,车身附件及电器影音系统故障,2020-06-21 09:50:07.137,处理反馈
477351,上汽大众,2019款 330TSI 两驱 豪华版,上汽大众途昂X电瓶亏电导致无法启动,车身附件及电器电瓶故障,2020-06-21 09:50:07.150,处理反馈
477349,吉利汽车,2015款 1.8T 旗舰型,吉利博瑞迎宾灯断裂 转向间隙大 车门生锈,发动机漏防冻液转向系统方向盘自由间隙过大车身附件及电器车身生锈车身附件及电器灯罩裂纹或变形,2020-06-21 09:50:07.159,用户评分
477343,大众（进口）,2019款 3.0TSI 锐锋版 国V,进口大众途锐安全装置经常无故失效,车身附件及电器空调问题车身附件及电器导航问题车身附件及电器行车安全辅助系统故障人员技术多次返修服务收费变相收费,2020-06-21 09:50:07.988,信息审核
477342,吉利汽车,2020款 1.8TD DCT 智慧PRO,吉利博越车辆在行驶中方向盘锁死,转向系统失灵,2020-06-21 09:50:08.013,用户评分
477340,东风日产,2019款 1.6XE CVT 舒适版 国VI,东风日产轩逸4S店乱收费 服务态度恶劣,服务态度态度蛮横服务收费变相收费,2020-06-21 09:50:08.042,用户评分
477339,华晨中华,2017款 1.5L 手动 智能型,中华V3中控屏幕重启 漏防冻液 车身生锈,发动机漏防冻液车身附件及电器车身生锈车身附件及电器影音系统故障,2020-06-21 09:50:08.061,信息审核
477335,一汽丰田,2018款 1.2T S-CVT GL智享版,一汽丰田卡罗拉车轮异响希望尽快处理,前后桥及悬挂系统车轮异响,2020-06-21 09:50:08.073,用户评分
477334,广汽丰田,2016款 2.0G 自动 十周年纪念豪华版,广汽丰田凯美瑞方向盘开裂并且脱皮,车身附件及电器部件开裂,2020-06-21 09:50:08.084,处理反馈
477330,一汽-大众,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳防冻液经常减少存在质量问题,发动机冷却系统故障,2020-06-21 09:50:08.094,用户评分
477329,上汽斯柯达,2019款 TSI330 两驱 豪华版 国VI,斯柯达柯迪亚克GT购车置换补贴未到账,服务态度厂家不回复承诺不兑现销售承诺不兑现,2020-06-21 09:50:08.107,处理反馈
477328,长安福特,2017款 EcoBoost 245 豪华型 改款,长安福特金牛座座椅皮面破损要求厂家解决,车身附件及电器座椅故障,2020-06-21 09:50:08.117,用户评分
477326,长安汽车,2018款 1.6L 自动 畅联版 国V,长安CS35 PLUS变速箱无法加速 拖挡,变速器无法加速变速器拖挡服务态度不予索赔,2020-06-21 09:50:08.127,处理反馈
477325,华晨宝马,2020款 325Li M运动曜夜套装,华晨宝马3系新车2个月出现冷却液泄漏,发动机漏防冻液,2020-06-21 09:50:08.138,用户评分
477324,上汽集团,2018款 20T 自动 两驱 旗舰版,上汽荣威RX5经销商扣押手续 变相收费,服务收费变相收费,2020-06-21 09:50:08.149,处理反馈
477323,众泰汽车,2017款 2.0T 自动 极致之巅版,众泰SR9变速箱故障厂家无法提供配件,配件争议无零配件,2020-06-21 09:50:08.158,处理反馈
477322,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹导航定位偏移希望厂家处理,车身附件及电器导航问题车身附件及电器车载互联故障,2020-06-21 09:50:08.166,信息审核
477319,一汽吉林,2018款 1.2T 手动 尊贵智悦型,一汽吉林森雅R9置换补贴一直未兑现,承诺不兑现销售承诺不兑现,2020-06-21 09:50:08.176,处理反馈
477317,长安马自达,2020款 1.5L 手动 质美版,长安马自达昂克赛拉后门B柱胶条老化,车身附件及电器密封条损坏,2020-06-21 09:50:08.187,处理反馈
477311,上汽通用雪佛兰,2009款 1.8 SE 自动,雪佛兰科鲁兹发动机漏油变速箱波形片损坏,发动机漏油发动机冷却系统故障发动机点火线圈故障变速器机械部件故障,2020-06-21 09:50:08.197,处理反馈
477310,奇瑞新能源,2015款 舒适型,奇瑞eQ电路故障导致无法行驶希望处理,车身附件及电器电路故障,2020-06-21 09:50:08.206,用户评分
477309,广汽本田,2004款 两厢飞度 1.5 MT,广汽本田飞度方向卡滞影响行车安全,转向系统卡滞,2020-06-21 09:50:08.220,处理反馈
477305,北京越野,2016款 1.5T 手动 豪华型,北京BJ20三个车门出现生锈腐蚀的现象,车身附件及电器车身生锈,2020-06-21 09:50:08.231,用户评分
477302,长城汽车,2020款 2.4L 汽油 四驱 精英型 小双排 国VI 4K22,长城风骏5油泵故障无法显示正确油量,车身附件及电器汽油泵故障,2020-06-21 09:50:08.241,处理反馈
477301,奔驰（进口）,2017款 500e 4MATIC,进口奔驰GLE新能源动力电池有水流声,车身附件及电器动力电池故障,2020-06-21 09:50:08.251,信息审核
477300,众泰汽车,2017款 1.6L 手动 畅享版,众泰Z360右前减震器异响 厂家无配件,配件争议无零配件,2020-06-21 09:50:08.261,用户评分
477299,广汽本田,2014款 1.5L CVT LX舒适型,广汽本田飞度发动机冷车启动有打齿声,发动机异响,2020-06-21 09:50:08.272,处理反馈
477297,宝沃汽车,2017款 20T GDI 自动 两驱 领先型,宝沃BX5车机系统存在故障无法使用,车身附件及电器导航问题车身附件及电器车载互联故障,2020-06-21 09:50:08.282,用户评分
477296,广汽乘用车,2019款 270T 自动 两驱 豪华智联版,广汽传祺GS4刹车异响 雨刮器异响,制动系统异响车身附件及电器雨刮器故障,2020-06-21 09:50:08.292,处理反馈
477295,广汽丰田,2007款 240G 豪华版,广汽丰田凯美瑞仪表中控台出油开裂脱皮,车身附件及电器仪表台开裂,2020-06-21 09:50:08.302,处理反馈
477292,江铃集团新能源,2016款 标准型,江铃E100B动力电池多次故障质量太差,车身附件及电器动力电池故障,2020-06-21 09:50:08.313,用户评分
477290,比亚迪,2018款 1.5TID 自动 智联尊荣型,比亚迪宋空气净化器配置实车与宣传不符,销售欺诈与宣传不符,2020-06-21 09:50:08.322,用户评分
477288,东风雪铁龙,2017款 350THP 豪华型,东风雪铁龙C5打方向异响严重影响驾驶,转向系统异响,2020-06-21 09:50:08.331,用户评分
477287,众泰汽车,2018款 飞鱼座,众泰E200充电机故障导致车辆无法充电,车身附件及电器充电故障,2020-06-21 09:50:09.178,用户评分
477286,广汽丰田,2019款 双擎 2.5HS 锋尚版 国VI,广汽丰田凯美瑞油表不准 续航里程不准,车身附件及电器仪表故障,2020-06-21 09:50:09.191,用户评分
477284,北京现代,2019款 1.5L CVT 智炫·精英型,北京现代领动左前半轴有漏油的现象,前后桥及悬挂系统半轴渗油配件争议无零配件,2020-06-21 09:50:09.203,处理反馈
477283,众泰汽车,2017款 2.0T 自动 极致之光版,众泰SR9行驶中变速箱打滑一直没有配件,变速器滑阀箱故障配件争议无零配件,2020-06-21 09:50:09.211,处理反馈
477281,上汽大众,2019款 330TSI 自动 两驱 智动豪华版 国VI,上汽大众途观L赠送保养次数不足要求解决,服务态度不解决问题承诺不兑现销售承诺不兑现,2020-06-21 09:50:09.221,信息审核
477279,东风本田,2016款 220TURBO 自动 豪华版,东风本田思域优科豪马轮胎有起皮的现象,轮胎起皮,2020-06-21 09:50:09.229,用户评分
477278,上汽通用别克,2013款 1.4T  自动 都市精英型,别克昂科拉车内一直存在浓重的异味,车身附件及电器车内异味,2020-06-21 09:50:09.242,用户评分
477274,上汽通用别克,2016款 15N 手动 精英型,别克英朗转向时有异响希望厂家处理,转向系统异响,2020-06-21 09:50:09.250,处理反馈
477272,长安马自达,2020款 2.0L 自动 质炫版,长安马自达昂克赛拉行驶时发动机舱内异响,发动机异响变速器异响,2020-06-21 09:50:09.259,处理反馈
477270,上汽通用雪佛兰,2019款 330T 自动 畅快版 RS 国VI,雪佛兰科鲁泽车内异响 发动机噪音大,发动机噪音大车身附件及电器车内异响,2020-06-21 09:50:09.277,处理反馈
477266,东风标致,2014款 1.8L 自动 领先版,东风标致408发动机烧机油存在质量问题,发动机烧机油,2020-06-21 09:50:09.299,处理反馈
477262,长安马自达,2014款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏幕爆裂影响使用,车身附件及电器部件开裂,2020-06-21 09:50:09.310,处理反馈
477261,福田汽车,2018款 1.5L M2非承载 单排 后双胎(厢式) 双燃料DAM15L,北汽福田祥菱发动机拉缸4S店拒绝索赔,发动机拉缸,2020-06-21 09:50:09.322,厂家受理
477260,一汽红旗,2019款 30TD 灵动版,一汽红旗H5优科豪马轮胎鼓包属于质量问题,轮胎鼓包,2020-06-21 09:50:09.333,用户评分
477258,观致汽车,2017款 1.6T 自动 尊贵型,观致5变速箱低速减挡严重异响希望解决,变速器异响,2020-06-21 09:50:09.344,信息审核
477257,一汽马自达,2020款 2.5L 蓝天运动版,一汽马自达阿特兹中控台与BC柱异响,车身附件及电器车内异响,2020-06-21 09:50:09.361,处理反馈
477255,众泰汽车,2018款 飞鱼座,众泰E200慢充电机损坏一直无配件提供,车身附件及电器动力电池故障车身附件及电器充电故障,2020-06-21 09:50:09.374,信息审核
477252,一汽马自达,2020款 2.0L 蓝天时尚版,一汽马自达阿特兹车身异响 天窗及中控异响,车身附件及电器车身异响车身附件及电器天窗异响,2020-06-21 09:50:09.387,处理反馈
477247,上汽集团,2018款 20T 手动 豪华版,上汽荣威i6车内异响 固铂轮胎鼓包,轮胎鼓包车身附件及电器车内异响,2020-06-21 09:50:09.401,用户评分
477246,沃尔沃亚太,2019款 T5 智逸版,亚太沃尔沃S90变速箱挂R挡或D挡抖动,变速器抖动,2020-06-21 09:50:09.412,信息审核
477244,奔驰（进口）,2020款 C 260 轿跑车,进口奔驰C级发动机缺缸故障灯亮存质量问题,发动机故障灯亮发动机功率不足,2020-06-21 09:50:09.427,处理反馈
477243,长安马自达,2017款 两厢 2.0L 自动 豪华型 国VI,长安马自达昂克赛拉油箱容积偏小,车身附件及电器油箱有缺陷,2020-06-21 09:50:09.444,用户评分
477242,吉利汽车,2019款 260T DCT Battle 运动款 国V,吉利缤越承诺升级车机系统一直未兑现,承诺不兑现服务承诺不兑现,2020-06-21 09:50:09.455,处理反馈
477241,上汽通用别克,2020款 GS 20T CVT 豪华型,别克威朗外观运动套件有明显缝隙质量差,车身附件及电器部件开裂,2020-06-21 09:50:09.467,处理反馈
477240,广汽乘用车,2015款 200T G-DCT 豪华版,广汽传祺GS4车载智慧传祺系统失灵,车身附件及电器车载互联故障,2020-06-21 09:50:09.478,用户评分
477238,广汽三菱,2019款 1.5T CVT 两驱 梦想版 国VI,广汽三菱奕歌冷车导航显示屏不亮,车身附件及电器影音系统故障车身附件及电器电路故障,2020-06-21 09:50:09.491,处理反馈
477237,领克汽车,2018款 1.5TD DCT 劲Pro版 国V,领克03经销商承诺的置换补贴不予兑现,承诺不兑现销售承诺不兑现,2020-06-21 09:50:09.502,用户评分
477236,吉利汽车,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际原装车机反应慢质量差与宣传不符,车身附件及电器影音系统故障销售欺诈与宣传不符,2020-06-21 09:50:09.510,处理反馈
477235,东风本田,2017款 1.8L EXi CVT 舒适版,东风本田XR-V售后人员维修喷漆质量差,人员技术维修技术差,2020-06-21 09:50:09.517,用户评分
477234,比亚迪,2015款 1.5T 双离合 双冠旗舰版,比亚迪秦新能源续航里程衰退要求解决,车身附件及电器动力电池故障,2020-06-21 09:50:09.526,处理反馈
477231,一汽-大众,2019款 280TSI DSG 舒适型 国VI,一汽大众速腾变速箱异响希望尽快解决,变速器异响,2020-06-21 09:50:10.299,处理反馈
477230,吉利汽车,2019款 350T 驭星者,吉利星越车机卡顿 车机系统与宣传不符,车身附件及电器车载互联故障销售欺诈与宣传不符,2020-06-21 09:50:10.314,用户评分
477229,东风标致,2015款 1.2T 自动 豪华版,东风标致408更换正时皮带后发动机烧机油,发动机烧机油人员技术修出新问题,2020-06-21 09:50:10.324,处理反馈
477226,吉利汽车,2019款 350T 耀星者,吉利星越车机卡顿且无法进行升级,车身附件及电器影音系统故障承诺不兑现服务承诺不兑现,2020-06-21 09:50:10.336,用户评分
477224,一汽奔腾,2018款 1.6L 手动 豪华型 网红版,一汽奔腾X40发动机一缸缸压不足要求处理,发动机功率不足,2020-06-21 09:50:10.348,处理反馈
477222,华晨宝马,2018款 118i 运动型,华晨宝马1系三条韩泰轮胎无故开裂,轮胎开裂,2020-06-21 09:50:10.357,处理反馈
477220,一汽马自达,2020款 2.0L 自动 两驱 蓝天活力版,一汽马自达CX-4行驶过程中B柱位置异响,车身附件及电器车身异响,2020-06-21 09:50:10.366,处理反馈
